name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
The Master's College,Private,,0.5,,,1200,,,25,0.7,0.8,0.8,20000,30000,20000,12000,1200,,,,52,Suburban,2024-01-15,Yes,
The McGregor School of Antioch University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,20000,20000,12000,3000,,,,54,Rural,2024-01-01,Yes,
The Naropa Institute,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,30000,20000,12000,1000,,,,52,Urban,2024-01-15,Yes,
The New School,Private,,0.4,,,1350,,,30,0.85,0.85,0.75,20000,50000,20000,15000,10000,,,,65,Urban,2024-01-15,Yes,
The Rockefeller University,Private,,0.1,,,1450,,,32,0.9,0.95,0.8,20000,55000,20000,15000,2000,,,,77,Urban,2024-01-01,Yes,
The School of the Art Institute of Chicago,Private,,0.5,,,1300,,,28,0.85,0.9,0.7,20000,50000,20000,15000,3000,,,,59,Urban,2024-01-01,Yes,
The Scripps Research Institute,Private,,0.15,,,1450,,,32,0.9,0.95,0.75,20000,55000,20000,15000,3000,,,,78,Suburban,2024-01-15,Yes,
The Southern Christian University,Private,,0.6,,,1150,,,24,0.7,0.75,0.8,20000,20000,20000,12000,1500,,,,48,Suburban,2024-01-15,Yes,
The Tulane University of New Orleans,Private,,0.15,,,1440,,,32,0.85,0.93,0.75,25000,60000,25000,15000,13000,,,,79,Urban,2024-01-15,Yes,
The Union Institute,Private,,0.65,,,1100,,,24,0.65,0.75,0.7,15000,20000,15000,12000,1000,,,,45,Urban,Rolling,Yes,
Thiel College,Private,,0.6,,,1100,,,24,0.6,0.7,0.7,20000,34000,20000,12000,800,,,,45,Rural,2024-01-15,Yes,
Thomas A. Edison State College,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,24000,8000,12000,7000,,,,48,Urban,2024-01-15,Yes,
Thomas Aquinas College,Private,,0.2,,,1350,,,30,0.85,0.9,0.75,20000,30000,20000,12000,400,,,,67,Rural,2024-01-15,Yes,
Thomas College Maine,Private,,0.6,,,1100,,,25,0.65,0.75,0.7,15000,20000,15000,12000,800,,,,47,Suburban,2024-01-15,Yes,
Thomas Jefferson University,Private,,0.55,,,1250,,,27,0.7,0.85,0.75,20000,35000,20000,14000,8000,,,,56,Urban,2024-01-15,Yes,
Thomas More College,Private,,0.6,,,1150,,,24,0.65,0.75,0.7,15000,30000,15000,12000,1500,,,,47,Suburban,2024-01-15,Yes,
Thomas More College of Liberal Arts,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,30000,20000,12000,500,,,,51,Suburban,2024-01-15,Yes,
Thomas University,Private,4,0.46,,,1100,,,25,0.29,0.36,0.7,19,19087,10000,10230,1000,12.0,24,,27,Rural,Not available,Not available,Required
Thunderbird School of Global Management,Private,,0.3,,,1300,,,28,0.85,0.9,0.8,20000,45000,20000,12000,1000,,,,63,Suburban,2024-01-15,Yes,
Tiffin University,Private,4,0.8,900,1110,1005,15,22,18,0.43,0.6,0.79,25,24516,23905,23905,79,21.0,66,,32,"$24,516",Not available,Recommended,Required
Toccoa Falls College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,800,,,,46,Rural,Rolling,Yes,
Tomball College,Public,,0.7,,,1100,,,25,0.5,0.7,0.6,7000,15000,7000,12000,2000,,,,43,Suburban,Rolling,Yes,
Tougaloo College,Private,,0.5,,,1100,,,24,0.6,0.7,0.7,10000,12000,10000,12000,800,,,,48,Suburban,2024-01-15,Yes,
Touro College,Private,,0.5,,,1150,,,24,0.65,0.75,0.75,20000,20000,20000,12000,10000,,,,53,Urban,2024-01-01,Yes,
Touro University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,15000,20000,15000,12000,3000,,,,54,Suburban,2024-01-15,Yes,
Towson University,Public,,0.6,,,1200,,,25,0.68,0.85,0.6,8000,25000,8000,13000,22000,,,,52,Suburban,2024-01-15,Yes,
Transylvania University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,40000,20000,13000,1000,,,,52,Urban,2024-01-15,Yes,
Trevecca Nazarene University,Private,,0.5,,,1150,,,24,0.6,0.7,0.7,15000,21000,15000,12000,2500,,,,50,Urban,2024-01-15,Yes,
Tri-College University,Public,,0.6,,,1200,,,25,0.6,0.75,0.6,8000,22000,8000,12000,7000,,,,50,Urban,2024-01-15,Yes,
Tri-State University,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,10000,20000,10000,12000,1500,,,,47,Rural,2024-01-15,Yes,
Trident University,Private For-Profit,,0.7,,,1100,,,24,0.6,0.7,0.6,8000,15000,8000,12000,5000,,,,46,Suburban,Rolling,Yes,
Trinity Bible College,Private,,0.6,,,1100,,,25,0.7,0.75,0.8,15000,20000,15000,12000,500,,,,48,Rural,2024-08-01,Yes,
Trinity Christian College,Private,4,0.71,450,550,500,20,29,24,0.64,0.76,0.6,17,17218,32208,12580,783,11.0,62,,47,Suburban,September 6,Considered if submitted,Required
Trinity College Connecticut,Private,,0.35,,,1350,,,30,0.87,0.88,0.75,25000,60000,25000,15000,2500,,,,65,Urban,2024-01-15,Yes,
Trinity College of Florida,Private,,0.5,,,1100,,,25,0.6,0.7,0.8,15000,20000,15000,12000,300,,,,48,Suburban,2024-08-01,Yes,
Trinity College of Vermont,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,40000,20000,12000,600,,,,51,Urban,2024-01-15,Yes,
Trinity International University,Private,,0.5,,,1200,,,25,0.7,0.75,0.8,20000,30000,20000,12000,1500,,,,52,Suburban,2024-01-15,Yes,
"Trinity International University (Excel), Miami",Private,,0.5,,,1200,,,25,0.7,0.8,0.75,20000,20000,20000,12000,1000,,,,52,Urban,2024-01-15,Yes,
Trinity University,Private,,0.5,,,1200,,,25,0.7,0.8,0.75,25000,20000,25000,13000,3000,,,,54,Urban,2024-01-01,Yes,
Trinity University,Private,,0.3,,,1350,,,30,0.85,0.9,0.7,20000,48000,20000,13000,2500,,,,66,Urban,2024-01-15,Yes,
Triton College,Public,,0.7,,,1050,,,21,0.5,0.7,0.6,7000,16000,7000,12000,8000,,,,42,Suburban,Rolling,Yes,
Troy University,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,20000,8000,12000,15000,,,,49,Suburban,2024-08-01,Yes,
"Troy University, Dothan",Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,19000,8000,12000,5000,,,,48,Suburban,2024-08-01,Yes,
"Troy University, Montgomery",Public,,0.6,,,1100,,,24,0.5,0.7,0.6,8000,20000,8000,12000,8000,,,,47,Urban,2024-06-01,Yes,
"Troy University, Phenix City",Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,18000,8000,12000,5000,,,,48,Suburban,2024-08-01,Yes,
"Troy University, Troy",Public,,0.6,,,1100,,,25,0.54,0.75,0.6,8000,20000,8000,12000,17000,,,,50,Rural,2024-08-01,Yes,
Truman College,Public,,0.6,,,1100,,,25,0.6,0.7,0.6,8000,20000,8000,12000,5000,,,,49,Urban,2024-01-15,Yes,
Truman State University,Public,,0.6,,,1230,,,27,0.7,0.8,0.6,8000,16000,8000,12000,6000,,,,53,Rural,2024-01-01,Yes,
Tufts University,Private,,0.14,,,1480,,,33,0.92,0.96,0.75,30000,61000,30000,15000,12000,,,,81,Suburban,2024-01-01,Yes,
Tui Online University,Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.6,8000,12000,8000,12000,15000,,,,47,Urban,Rolling,Yes,
Tusculum College,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,1000,,,,46,Rural,2024-01-15,Yes,
Tuskegee University,Public,,0.5,,,1100,,,24,0.6,0.7,0.6,8000,20000,8000,12000,3000,,,,50,Rural,2024-01-15,Yes,
Uniformed Services Universty of the Health Sciences,Public,,0.2,,,1400,,,32,0.85,0.9,0.6,10000,30000,10000,12000,1000,,,,69,Suburban,2024-01-15,No,
Union College,Private,,0.3,,,1350,,,30,0.85,0.9,0.7,25000,60000,25000,14000,2300,,,,66,Suburban,2024-01-15,Yes,
Union College Kentucky,Private,,0.6,,,1100,,,25,0.6,0.7,0.7,10000,20000,10000,12000,800,,,,46,Rural,2024-08-01,Yes,
Union College Nebraska,Private,,0.5,,,1150,,,24,0.7,0.8,0.7,20000,29000,20000,12000,800,,,,51,Suburban,2024-01-15,Yes,
Union Theological Seminary (UTS),Private,,0.4,,,1300,,,28,0.85,0.9,0.8,20000,30000,20000,15000,500,,,,60,Urban,2024-01-15,Yes,
Union University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,30000,20000,12000,3000,,,,54,Suburban,2024-01-15,Yes,
United States Air Force Academy,Public,,0.12,,,1350,,,30,0.85,0.95,0.6,10000,0,10000,12000,4000,,,,76,Suburban,2024-01-01,No,
United States Coast Guard Academy,Public,,0.2,,,1350,,,30,0.85,0.95,0.6,10000,0,10000,14000,1000,,,,68,Suburban,2024-01-15,No,
United States International University,Private,,0.5,,,1200,,,25,0.7,0.8,0.7,20000,25000,20000,12000,5000,,,,55,Urban,2024-01-15,Yes,
United States Merchant Marine Academy,Public,,0.2,,,1300,,,28,0.85,0.95,0.6,10000,0,10000,15000,1000,,,,67,Rural,2024-01-15,No,
United States Military Academy,Public,,0.1,,,1400,,,32,0.9,0.95,0.6,10000,0,10000,15000,4400,,,,78,Rural,2024-01-15,No,
United States Naval Academy,Public,,0.08,,,1400,,,32,0.93,0.95,0.6,10000,0,10000,15000,4500,,,,79,Suburban,2024-01-31,No,
United States Sports Academy,Private For-Profit,,0.7,,,1100,,,24,0.5,0.7,0.6,8000,15000,8000,12000,1000,,,,41,Suburban,Rolling,Yes,
Unity College,Private,,0.6,,,1100,,,25,0.6,0.7,0.8,20000,35000,20000,13000,700,,,,46,Rural,2024-01-15,Yes,
University of Advancing Technology (UAT),Private For-Profit,,0.7,,,1100,,,25,0.6,0.7,0.7,15000,20000,15000,12000,1000,,,,43,Suburban,Rolling,Yes,
University of Akron,Public,,0.6,,,1150,,,24,0.5,0.7,0.6,8000,22000,8000,13000,25000,,,,47,Urban,2024-01-15,Yes,
University of Alabama - Birmingham,Public,,0.6,,,1230,,,26,0.6,0.8,0.6,8000,22000,8000,13000,22000,,,,51,Urban,2024-01-15,Yes,
University of Alabama - Huntsville,Public,,0.6,,,1250,,,27,0.6,0.8,0.6,8000,25000,8000,12000,10000,,,,52,Suburban,2024-01-15,Yes,
University of Alabama - Tuscaloosa,Public,,0.6,,,1230,,,27,0.68,0.87,0.65,8000,30000,8000,12000,38000,,,,53,Suburban,2024-01-15,Yes,
University of Alanta,Public,,0.5,,,1200,,,25,0.6,0.75,0.6,8000,30000,8000,12000,20000,,,,53,Urban,2024-01-01,Yes,
University of Alaska (System),Public,,0.6,,,1100,,,25,0.55,0.75,0.65,8000,24000,8000,12000,12000,,,,50,Rural,2024-01-15,Yes,
University of Alaska - Anchorage,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,24000,8000,12000,8000,,,,48,Urban,2024-08-01,Yes,
University of Alaska - Fairbanks,Public,,0.6,,,1100,,,25,0.6,0.7,0.6,8000,27000,8000,12000,7000,,,,50,Rural,2024-01-15,Yes,
University of Alaska - Southeast,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,24000,8000,12000,1500,,,,45,Urban,2024-01-15,Yes,
University of Arizona,Public,,0.85,,,1230,,,26,0.67,0.85,0.65,8000,36000,8000,13000,46000,,,,44,Urban,2024-01-15,Yes,
University of Arkansas (System),Public,,0.65,,,1200,,,25,0.65,0.8,0.65,8000,24000,8000,12000,20000,,,,50,Urban,2024-01-15,Yes,
University of Arkansas at Fayetteville,Public,,0.65,,,1280,,,28,0.66,0.87,0.65,8000,26000,8000,12000,29000,,,,52,Suburban,2024-01-15,Yes,
University of Arkansas at Little Rock,Public,,0.65,,,1100,,,24,0.55,0.75,0.65,8000,22000,8000,12000,11000,,,,47,Urban,2024-01-15,Yes,
University of Arkansas at Monticello,Public,,0.7,,,1050,,,21,0.5,0.7,0.6,7000,16000,7000,12000,2500,,,,40,Rural,2024-08-01,Yes,
University of Arkansas at Pine Bluff,Public,,0.6,,,1050,,,21,0.5,0.7,0.6,8000,18000,8000,12000,3500,,,,44,Rural,2024-08-01,Yes,
University of Arkansas for Medical Sciences,Public,,0.5,,,1250,,,27,0.6,0.8,0.6,8000,25000,8000,12000,5000,,,,55,Urban,2024-01-15,No,
University of Baltimore,Public,,0.6,,,1150,,,24,0.5,0.7,0.6,8000,25000,8000,13000,6000,,,,47,Urban,2024-01-15,Yes,
University of Bridgeport,Private,,0.6,,,1100,,,25,0.5,0.7,0.7,10000,30000,10000,13000,5000,,,,48,Urban,2024-01-15,Yes,
University of California System,Public,,0.2,,,1400,,,32,0.85,0.95,0.6,10000,45000,10000,15000,250000,,,,72,Urban,2024-01-01,Yes,
"University of California, Berkeley",Public,,0.14,,,1400,,,32,0.92,0.95,0.55,10000,45000,10000,15000,42000,,,,79,Urban,2024-01-01,Yes,
"University of California, Davis",Public,,0.4,,,1350,,,30,0.86,0.93,0.6,10000,45000,10000,14000,38000,,,,64,Suburban,2024-11-30,Yes,
"University of California, Hastings College of Law",Public,,0.35,,,1400,,,32,0.85,0.9,0.7,10000,45000,10000,15000,1000,,,,64,Urban,2024-01-15,Yes,
"University of California, Irvine",Public,,0.2,,,1400,,,32,0.87,0.92,0.6,10000,45000,10000,15000,32000,,,,72,Suburban,2024-01-01,Yes,
"University of California, Los Angeles",Public,,0.14,,,1390,,,32,0.91,0.95,0.57,10000,45000,10000,15000,45000,,,,79,Urban,2024-11-30,Yes,
"University of California, Merced",Public,,0.5,,,1200,,,25,0.6,0.8,0.6,8000,40000,8000,15000,8000,,,,54,Suburban,2024-01-15,Yes,
"University of California, Oakland",Public,,0.4,,,1350,,,30,0.65,0.85,0.6,8000,45000,8000,14000,30000,,,,61,Urban,2024-01-01,Yes,
"University of California, Riverside",Public,,0.54,,,1260,,,27,0.69,0.85,0.62,8000,45000,8000,15000,23000,,,,56,Suburban,2024-11-30,Yes,
"University of California, San Diego",Public,,0.25,,,1400,,,32,0.87,0.93,0.55,8000,45000,8000,15000,38000,,,,70,Suburban,2024-01-01,Yes,
"University of California, San Francisco",Public,,0.15,,,1400,,,32,0.85,0.95,0.6,10000,45000,10000,15000,30000,,,,78,Urban,2024-01-01,Yes,
"University of California, Santa Barbara",Public,,0.26,,,1360,,,30,0.87,0.93,0.58,10000,45000,10000,15000,25000,,,,70,Suburban,2024-01-01,Yes,
"University of California, Santa Cruz",Public,,0.5,,,1320,,,28,0.82,0.88,0.6,10000,60000,10000,15000,19000,,,,60,Suburban,2024-01-01,Yes,
University of Central Arkansas,Public,,0.6,,,1100,,,25,0.6,0.75,0.6,8000,22000,8000,12000,11000,,,,50,Suburban,2024-01-15,Yes,
University of Central Florida,Public,,0.45,,,1280,,,27,0.68,0.87,0.65,8000,22000,8000,13000,68000,,,,57,Urban,2024-01-15,Yes,
University of Central Missouri,Public,,0.6,,,1100,,,24,0.6,0.75,0.6,8000,18000,8000,12000,12000,,,,50,Suburban,2024-01-15,Yes,
University of Central Oklahoma,Public,,0.7,,,1100,,,24,0.6,0.75,0.6,8000,22000,8000,12000,15000,,,,47,Suburban,2024-08-01,Yes,
University of Central Texas,Public,,0.6,,,1150,,,24,0.6,0.75,0.65,8000,30000,8000,12000,8000,,,,49,Suburban,2024-01-15,Yes,
University of Charleston,Private,,0.6,,,1100,,,25,0.6,0.75,0.7,10000,20000,10000,12000,2000,,,,48,Urban,2024-01-15,Yes,
University of Charleston South Carolina,Public,,0.6,,,1200,,,25,0.65,0.78,0.65,8000,36000,8000,13000,8000,,,,51,Urban,2024-01-15,Yes,
University of Chicago,Private,,0.07,,,1500,,,34,0.93,0.98,0.7,20000,62000,20000,16000,15000,,,,82,Urban,2024-01-02,Yes,
University of Cincinnati,Public,,0.76,,,1230,,,25,0.67,0.85,0.65,8000,35000,8000,13000,40000,,,,47,Urban,2024-01-15,Yes,
University of Colorado at Boulder,Public,,0.6,,,1300,,,28,0.7,0.85,0.6,8000,38000,8000,14000,35000,,,,54,Urban,2024-01-15,Yes,
University of Colorado at Colorado Springs,Public,,0.6,,,1200,,,25,0.6,0.75,0.6,8000,30000,8000,12000,12000,,,,50,Suburban,2024-01-15,Yes,
University of Colorado at Denver,Public,,0.65,,,1200,,,25,0.62,0.78,0.55,8000,30000,8000,13000,15000,,,,50,Urban,2024-01-15,Yes,
University of Colorado Health Sciences Center,Public,,0.5,,,1300,,,28,0.7,0.85,0.6,8000,36000,8000,14000,15000,,,,58,Urban,2024-01-01,Yes,
University of Connecticut,Public,,0.49,,,1300,,,28,0.83,0.9,0.63,8000,40000,8000,15000,20000,,,,61,Suburban,2024-01-15,Yes,
University of Connecticut at Avery Point,Public,,0.6,,,1200,,,25,0.65,0.8,0.6,8000,45000,8000,12000,2000,,,,49,Suburban,2024-01-15,Yes,
University of Connecticut at Hartford,Public,,0.5,,,1200,,,25,0.65,0.8,0.6,8000,45000,8000,12000,8000,,,,54,Urban,2024-01-15,Yes,
University of Connecticut at Stamford,Public,,0.5,,,1250,,,27,0.65,0.8,0.6,8000,45000,8000,13000,4000,,,,54,Urban,2024-01-15,Yes,
University of Connecticut at Waterbury,Public,,0.5,,,1200,,,25,0.6,0.75,0.6,8000,45000,8000,12000,3000,,,,52,Urban,2024-01-01,Yes,
University of Connecticut Health Center,Public,,0.4,,,1300,,,28,0.7,0.85,0.6,8000,45000,8000,13000,3000,,,,59,Suburban,2024-01-01,No,
University of Dallas,Private,,0.5,,,1230,,,27,0.7,0.8,0.7,20000,40000,20000,13000,3000,,,,55,Suburban,2024-01-15,Yes,
University of Dayton,Private,,0.73,,,1230,,,27,0.76,0.85,0.85,20000,45000,20000,13000,8000,,,,51,Urban,2024-01-15,Yes,
University of Delaware,Public,,0.65,,,1300,,,28,0.85,0.9,0.65,8000,35000,8000,13000,23000,,,,56,Suburban,2024-01-15,Yes,
University of Denver,Private,,0.5,,,1250,,,27,0.76,0.87,0.75,20000,55000,20000,13000,12000,,,,58,Urban,2024-01-15,Yes,
University of Detroit Mercy,Private,,0.5,,,1150,,,24,0.67,0.75,0.7,15000,32000,15000,12000,7000,,,,53,Urban,2024-01-15,Yes,
University of Dubuque,Private,,0.6,,,1100,,,25,0.65,0.75,0.7,15000,30000,15000,12000,2000,,,,48,Urban,2024-01-01,Yes,
University of Evansville,Private,,0.6,,,1150,,,24,0.6,0.75,0.7,15000,35000,15000,12000,2500,,,,47,Urban,2024-01-15,Yes,
University of Findlay,Private,,0.6,,,1150,,,24,0.6,0.75,0.7,10000,30000,10000,12000,4000,,,,48,Suburban,2024-01-15,Yes,
University of Florida,Public,,0.36,,,1360,,,30,0.87,0.94,0.65,8000,28000,8000,13000,52000,,,,66,Suburban,2024-11-01,Yes,
University of Georgia,Public,,0.4,,,1350,,,30,0.85,0.93,0.6,8000,30000,8000,13000,38000,,,,64,Suburban,2024-01-01,Yes,
University of Great Falls,Private,,0.5,,,1100,,,25,0.6,0.7,0.7,10000,20000,10000,12000,1000,,,,49,Urban,2024-08-01,Yes,
University of Hartford,Private,,0.55,,,1200,,,25,0.65,0.75,0.7,15000,40000,15000,13000,5000,,,,52,Urban,2024-01-15,Yes,
University of Hawaii - Hilo,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,30000,8000,13000,3500,,,,47,Suburban,2024-01-15,Yes,
University of Hawaii - Manoa,Public,,0.55,,,1230,,,25,0.63,0.85,0.65,8000,36000,8000,15000,20000,,,,53,Urban,2024-01-05,Yes,
University Of Hawaii - System,Public,,0.6,,,1150,,,24,0.6,0.75,0.65,8000,30000,8000,15000,20000,,,,50,Urban,2024-01-15,Yes,
University of Hawaii - West Oahu,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,24000,8000,12000,3000,,,,47,Suburban,2024-05-01,Yes,
University of Health Sciences,Public,,0.5,,,1200,,,25,0.65,0.8,0.6,8000,25000,8000,12000,8000,,,,54,Suburban,2024-01-15,Yes,
University of Houston,Public,,0.6,,,1200,,,25,0.6,0.8,0.6,8000,32000,8000,12000,46000,,,,50,Urban,2024-01-15,Yes,
"University of Houston, Clear Lake",Public,,0.6,,,1150,,,24,0.55,0.75,0.6,8000,25000,8000,12000,8000,,,,49,Suburban,2024-01-15,Yes,
"University of Houston, Downtown",Public,,0.5,,,1100,,,24,0.55,0.75,0.6,8000,23000,8000,12000,15000,,,,52,Urban,2024-01-15,Yes,
"University of Houston, Victoria",Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,21000,8000,12000,3000,,,,47,Suburban,2024-08-01,Yes,
University of Idaho,Public,,0.7,,,1150,,,24,0.6,0.8,0.6,8000,26000,8000,12000,12000,,,,47,Rural,2024-01-15,Yes,
University of Illinois,Public,,0.62,,,1320,,,29,0.84,0.92,0.65,8000,35000,8000,12000,48000,,,,57,Urban,2024-01-05,Yes,
University of Illinois at Chicago,Public,,0.65,,,1200,,,25,0.67,0.85,0.65,8000,30000,8000,12000,29000,,,,50,Urban,2024-01-15,Yes,
University of Illinois at Springfield,Public,,0.6,,,1100,,,25,0.6,0.75,0.6,8000,26000,8000,12000,4000,,,,49,Urban,2024-01-15,Yes,
University of Illinois at Urbana-Champaign,Public,,0.62,,,1400,,,32,0.84,0.93,0.65,8000,50000,8000,13000,49000,,,,59,Urban,2024-01-05,Yes,
University of Indianapolis,Private,,0.6,,,1150,,,24,0.6,0.75,0.7,15000,32000,15000,12000,5000,,,,49,Urban,2024-01-15,Yes,
University of Iowa,Public,,0.84,,,1300,,,28,0.73,0.87,0.65,8000,30000,8000,13000,30000,,,,48,Urban,2024-01-01,Yes,
University of Kansas,Public,,0.9,,,1200,,,25,0.6,0.8,0.6,8000,30000,8000,12000,26000,,,,41,Suburban,2024-01-01,Yes,
University of Kentucky,Public,,0.85,,,1230,,,26,0.65,0.85,0.65,8000,30000,8000,13000,30000,,,,45,Urban,2024-01-15,Yes,
University of La Verne,Private,,0.5,,,1200,,,25,0.65,0.75,0.7,15000,42000,15000,13000,8000,,,,54,Suburban,2024-01-15,Yes,
University of Louisiana at Lafayette,Public,,0.6,,,1150,,,24,0.5,0.75,0.6,8000,23000,8000,12000,19000,,,,48,Urban,2024-01-15,Yes,
University of Louisiana at Monroe,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,22000,8000,12000,9000,,,,48,Urban,2024-01-15,Yes,
University of Louisville,Public,,0.65,,,1200,,,25,0.58,0.77,0.6,8000,30000,8000,13000,22000,,,,49,Urban,2024-01-15,Yes,
University of Maine (System),Public,,0.6,,,1150,,,24,0.6,0.8,0.65,8000,29500,8000,13000,12000,,,,50,Rural,2024-01-15,Yes,
"University of Maine, Augusta",Public,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,24000,8000,12000,3000,,,,44,Urban,Rolling,Yes,
"University of Maine, Farmington",Public,,0.6,,,1100,,,25,0.65,0.75,0.6,8000,21000,8000,12000,2000,,,,48,Rural,2024-01-15,Yes,
"University of Maine, Fort Kent",Public,,0.7,,,1100,,,25,0.6,0.75,0.6,7000,24000,7000,12000,800,,,,43,Rural,2024-08-01,Yes,
"University of Maine, Machias",Public,,0.65,,,1100,,,24,0.55,0.75,0.65,8000,27000,8000,12000,800,,,,43,Rural,2024-01-15,Yes,
"University of Maine, Orono",Public,,0.6,,,1150,,,25,0.65,0.85,0.6,8000,35000,8000,13000,12000,,,,52,Rural,2024-01-15,Yes,
"University of Maine, Presque Isle",Public,,0.7,,,1050,,,21,0.5,0.75,0.6,7000,16000,7000,12000,1200,,,,39,Rural,Rolling,Yes,
University of Management & Technology,Private For-Profit,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,15000,8000,12000,1000,,,,42,Urban,Rolling,Yes,
University of Mary,Private,,0.5,,,1150,,,24,0.6,0.75,0.7,10000,15000,10000,12000,3000,,,,51,Urban,2024-08-01,Yes,
University of Mary Hardin-Baylor,Private,,0.5,,,1150,,,25,0.6,0.8,0.7,20000,32000,20000,12000,3500,,,,52,Suburban,2024-01-15,Yes,
University of Maryland (System),Public,,0.45,,,1300,,,28,0.85,0.9,0.65,10000,35000,10000,13000,35000,,,,61,Suburban,2024-01-01,Yes,
University of Maryland at Baltimore,Public,,0.55,,,1250,,,27,0.65,0.85,0.65,8000,30000,8000,12000,13000,,,,55,Urban,2024-01-01,Yes,
University of Maryland at College Park,Public,,0.45,,,1350,,,30,0.85,0.92,0.65,8000,35000,8000,13000,38000,,,,63,Suburban,2024-01-01,Yes,
University of Maryland Baltimore County,Public,,0.55,,,1250,,,27,0.66,0.85,0.65,8000,30000,8000,13000,13000,,,,55,Urban,2024-01-01,Yes,
University of Maryland Eastern Shore,Public,,0.6,,,1100,,,25,0.5,0.7,0.6,8000,25000,8000,12000,4000,,,,47,Rural,2024-01-15,Yes,
University of Maryland Medicine,Public,,0.4,,,1300,,,28,0.7,0.85,0.6,8000,30000,8000,12000,15000,,,,61,Urban,2024-01-01,Yes,
University of Maryland University College,Public,,0.7,,,1100,,,25,0.5,0.7,0.6,8000,20000,8000,12000,30000,,,,45,Suburban,Rolling,Yes,
University of Massachusetts (System),Public,,0.6,,,1300,,,28,0.6,0.85,0.6,8000,35000,8000,14000,30000,,,,53,Suburban,2024-01-01,Yes,
University of Massachusetts at Amherst,Public,,0.55,,,1300,,,28,0.85,0.9,0.65,8000,35000,8000,14000,30000,,,,59,Suburban,2024-01-01,Yes,
University of Massachusetts at Boston,Public,,0.55,,,1200,,,25,0.63,0.78,0.65,8000,35000,8000,14000,14000,,,,53,Urban,2024-01-01,Yes,
University of Massachusetts at Dartmouth,Public,,0.6,,,1220,,,25,0.65,0.78,0.65,8000,33500,8000,13000,8000,,,,51,Suburban,2024-01-01,Yes,
University of Massachusetts at Lowell,Public,,0.6,,,1200,,,25,0.6,0.8,0.6,8000,30000,8000,14000,18000,,,,51,Urban,2024-01-01,Yes,
University of Massachusetts Medical Center at Worcester,Public,,0.4,,,1300,,,28,0.7,0.85,0.6,8000,45000,8000,12000,6000,,,,61,Urban,2024-01-01,No,
University of Medicine and Dentistry of New Jersey,Public,,0.5,,,1300,,,28,0.6,0.8,0.6,8000,45000,8000,12000,8000,,,,56,Urban,2024-01-15,Yes,
University of Memphis,Public,,0.6,,,1150,,,24,0.55,0.75,0.6,8000,23000,8000,12000,21000,,,,49,Urban,2024-01-15,Yes,
University of Miami,Private,,0.33,,,1400,,,32,0.86,0.92,0.7,20000,55000,20000,15000,17000,,,,69,Suburban,2024-01-01,Yes,
University of Michigan - Ann Arbor,Public,,0.2,,,1450,,,32,0.93,0.97,0.65,10000,50000,10000,12000,46000,,,,73,Urban,2024-01-01,Yes,
University of Michigan - Dearborn,Public,,0.5,,,1200,,,25,0.6,0.75,0.6,8000,30000,8000,12000,8000,,,,53,Suburban,2024-01-15,Yes,
University of Michigan - Flint,Public,,0.5,,,1100,,,25,0.5,0.7,0.6,8000,30000,8000,13000,6000,,,,51,Urban,2024-01-15,Yes,
University of Minnesota - Crookston,Public,,0.6,,,1100,,,25,0.6,0.75,0.65,8000,24000,8000,12000,1500,,,,47,Rural,2024-01-01,Yes,
University of Minnesota - Duluth,Public,,0.6,,,1200,,,25,0.65,0.78,0.6,8000,20000,8000,12000,8000,,,,51,Urban,2024-01-01,Yes,
