name,college_type,college_years,acceptance_rate_pct,sat_25th_percentile,sat_75th_percentile,sat_50th_percentile,act_25th_percentile,act_75th_percentile,act_50th_percentile,graduation_rate_pct,retention_rate_pct,pct_receiving_aid_pct,avg_after_aid_val,avg_after_aid_costs_val,avg_aid_package_val,avg_housing_cost_val,undergrad_students_num,student_faculty_ratio_num,num_majors_num,college_board_code_num,college_score,setting,rd_due_date,test_optional,gpa_optional
Mid-Continent Baptist Bible College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Middle Tennessee State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Middlebury College,,,,,,1440,,,32,,,,,,,,,,,,22,,,Yes,
Midland Lutheran College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Midway College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Midwestern State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Midwestern University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Miles College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Millennia Atlantic University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Millersville University of Pennsylvania,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Milligan College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Millikin University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mills College,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Mills Grae University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Millsaps College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Milwaukee Institute of Art and Design,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Milwaukee School of Engineering,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Minneapolis College of Art and Design,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Minnesota Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Minnesota School of Professional Psychology,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Minot State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Mississippi College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mississippi State University,,,,,,1180,,,25,,,,,,,,,,,,17,,,Yes,
Mississippi University for Women,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Mississippi Valley State University,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Missouri Baptist College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Missouri Southern State College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Missouri Tech,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Missouri University of Science and Technology,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
Missouri Valley College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Missouri Western State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Molloy College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Monmouth University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Montana State University,,,,,,1180,,,25,,,,,,,,,,,,17,,,Yes,
Montana State University - Billings,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Montana State University - Northern,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Montana Tech,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Montclair State University,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
Monterey Institute of International Studies,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Montreat College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Montserrat College of Art,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Moody Bible Institute,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Moore College of Art and Design,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Moorhead State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Moraine Valley Community College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
Moravian University,,,,,,1172,,,26,,,,,,,,,,,,18,,,Considered if submitted,
Morehead State University,,,,,,1118,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Morehouse College,,,,,,1200,,,22,,,,,,,,,,,,17,,,Considered if submitted,
Morehouse School of Medicine,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Morgan State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Morningside College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Morris Brown College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
Morris College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Recommended,
Morrison College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Mount Aloysius College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Mount Carmel College of Nursing,,,,,,1200,,,18,,,,,,,,,,,,17,,,Recommended,
Mount Holyoke College,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Mount Ida College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mount Marty College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mount Mary College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mount Mercy University,,,,,,1100,,,21,,,,,,,,,,,,15,,,Recommended,
Mount Olive College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Mount Senario College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Mount Sinai School of Medicine,,,,,,1450,,,32,,,,,,,,,,,,22,,,No,
Mount St. Clare College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Mount St. Mary College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mount St. Mary's College California,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Mount St. Mary's College Maryland,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mount Union College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mount Vernon College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Mount Vernon Nazarene College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Mountain State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Muhlenberg College,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Multnomah Bible College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Murray State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Muskingum College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
NAES College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
National American University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
"National American University, Albuquerque",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"National American University, Colorado Springs",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"National American University, Denver",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"National American University, Kansas City",,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
"National American University, Roseville",,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
"National American University, Sioux Falls",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
National College of Chiropractic,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
National College of Naturopathic Medicine,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
National Defense University,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
National Hispanic University,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
National Technological University,,,,,,1250,,,26,,,,,,,,,,,,18,,,Yes,
National Theatre Conservatory,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
National University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
National-Louis University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Naval Postgraduate School,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Nazarene Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Nazareth College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Nebraska Christian College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Nebraska Methodist College of Nursing and Allied Health,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Nebraska Wesleyan University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Neumann University,,,,,,984,,,20,,,,,,,,,,,,14,,,Neither required nor recommended,
New College of California,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
New College of Florida,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
New England College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
New England College of Optometry,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
New England Conservatory of Music,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
New England Institute of Technology,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
New England School of Art and Design,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
New England School of Communications,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
New England School of Law,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
New Hampshire College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
New Jersey City University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
New Jersey Institute of Technology,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
New Mexico Highlands University,,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
New Mexico Institute of Mining and Technology,,,,,,1250,,,26,,,,,,,,,,,,18,,,No,
New Mexico State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
"New York Academy of Art, Graduate School of Figurative Art",,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
New York Chiropractic College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
New York College of Podiatric Medicine,,,,,,1200,,,25,,,,,,,,,,,,17,,,No,
New York Film Academy,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
New York Institute of Technology,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
New York Law School,,,,,,1500,,,34,,,,,,,,,,,,24,,,Yes,
New York Medical College,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
New York School of Interior Design,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
New York University,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
Newberry College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Newman University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Newschool of Architecture and Design,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Niagara University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Nicholls State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Nichols College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Norfolk State University,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
North Carolina Agricultural and Technical State University,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
North Carolina Central University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
North Carolina School of the Arts,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
North Carolina State University,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
North Carolina Wesleyan College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
North Central Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
North Central College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
North Dakota State University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
North Georgia College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
North Greenville College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
North Park University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Northcentral University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Northeastern Illinois University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Northeastern Ohio University College of Medicine,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
Northeastern State University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Northeastern University,,,,,,1480,,,34,,,,,,,,,,,,24,,,Yes,
Northern Arizona University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Northern Illinois University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Northern Kentucky University,,,,,,1120,,,24,,,,,,,,,,,,16,,,Yes,
Northern Michigan University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Northern State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Northern Virginia Community College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Northface University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Northland College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Northwest Christian College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Northwest College of Art,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Northwest Missouri State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Northwest Nazarene University,,,,,,1150,,,25,,,,,,,,,,,,17,,,Yes,
Northwest University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Northwestern College Iowa,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Northwestern College of Chiropractic,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Northwestern College St. Paul,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Northwestern Oklahoma State University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Northwestern State University of Louisiana,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Northwestern University,,,,,,1480,,,34,,,,,,,,,,,,24,,,Yes,
Northwood University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"Northwood University, Florida Campus",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"Northwood University, Texas Campus",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Norwich University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Notre Dame College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Notre Dame College of Ohio,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Notre Dame de Namur University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Nova Southeastern University,,,,,,1165,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Nyack College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
O'More College of Design,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Oakland City University,,,,,,500,,,20,,,,,,,,,,,,14,,,Required for some,
Oakland University,,,,,,1040,,,25,,,,,,,,,,,,17,,,Considered if submitted,
Oakton Community College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Neither required nor recommended,
Oakwood University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Required,
Oberlin College,,,,,,1350,,,32,,,,,,,,,,,,22,,,Considered if submitted,
Occidental College,,,,,,1448,,,32,,,,,,,,,,,,22,,,Considered if submitted,
Oglala Lakota College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Not available,
Oglethorpe University,,,,,,1195,,,26,,,,,,,,,,,,18,,,Considered if submitted,
Ohio College of Podiatric Medicine,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Ohio Dominican University,,,,,,1030,,,24,,,,,,,,,,,,16,,,Recommended,
Ohio Northern University,,,,,,1260,,,24,,,,,,,,,,,,18,,,Considered if submitted,
Ohio State University,,,,,,1360,,,30,,,,,,,,,,,,21,,,Yes,
Ohio State University - Lima,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Ohio State University - Mansfield,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Ohio State University - Marion,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Ohio State University - Newark,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Ohio University,,,,,,1190,,,25,,,,,,,,,,,,17,,,Considered if submitted,
Ohio University - Chillicothe,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Ohio University - Eastern,,,,,,1100,,,23,,,,,,,,,,,,16,,,Yes,
Ohio University - Lancaster,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Ohio University - Southern,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Ohio University - Zanesville,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Ohio Valley College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Ohio Wesleyan University,,,,,,1304,,,27,,,,,,,,,,,,19,,,Neither required nor recommended,
Oklahoma Baptist University,,,,,,1090,,,23,,,,,,,,,,,,16,,,Required,
Oklahoma Christian University,,,,,,1235,,,22,,,,,,,,,,,,17,,,Recommended,
Oklahoma City University,,,,,,1170,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Oklahoma Panhandle State University,,,,,,1050,,,21,,,,,,,,,,,,14,,,Considered if submitted,
Oklahoma State University,,,,,,1090,,,24,,,,,,,,,,,,16,,,Recommended,
Oklahoma State University - Institute of Technology,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Oklahoma State University - Oklahoma City,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Oklahoma State University - Tulsa,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Oklahoma State University Center for Health Sciences,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Old Dominion University,,,,,,1195,,,26,,,,,,,,,,,,18,,,Required for some,
Olive-Harvey College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Yes,
University Of Olivet,,,,,,1100,,,25,,,,,,,,,,,,17,,,Considered if submitted,
Olivet Nazarene University,,,,,,1085,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Oral Roberts University,,,,,,1158,,,22,,,,,,,,,,,,16,,,Considered if submitted,
Oregon College of Arts and Crafts,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Oregon Graduate Institute of Science and Technology,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Oregon Health Sciences University,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Oregon Institute of Technology,,,,,,1130,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Oregon State University,,,,,,1275,,,28,,,,,,,,,,,,19,,,Considered if submitted,
Otis College of Art & Design,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Ottawa University,,,,,,500,,,20,,,,,,,,,,,,14,,,Recommended,
Otterbein University,,,,,,1100,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Ouachita Baptist University,,,,,,1175,,,25,,,,,,,,,,,,17,,,Required for some,
University of Holy Cross,,,,,,1100,,,18,,,,,,,,,,,,15,,,Not available,
Our Lady of the Lake University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Ozark Christian College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Pace University,,,,,,1265,,,28,,,,,,,,,,,,19,,,Considered if submitted,
Pace University  Pleasantville/Briarcliff,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Pacific College of Oriental Medicine,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Pacific Graduate School of Psychology,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Pacific Lutheran University,,,,,,1272,,,24,,,,,,,,,,,,18,,,Considered if submitted,
Willamette University Pacific Northwest College Of Art,,,,,,1200,,,25,,,,,,,,,,,,17,,,Neither required nor recommended,
Pacific Oaks College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Not available,
Pacific Union College,,,,,,1150,,,21,,,,,,,,,,,,16,,,Required,
Pacific University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Pacifica Graduate Institute,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Paier College Of Art,,,,,,1100,,,25,,,,,,,,,,,,17,,,Neither required nor recommended,
Paine College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Considered if submitted,
Palm Beach Atlantic University,,,,,,1140,,,23,,,,,,,,,,,,16,,,Considered if submitted,
Palm Beach State College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Not available,
Palmer College of Chiropractic,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Palmer College of Chiropractic West,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Park University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Neither required nor recommended,
Parsons School of Design,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Paul Quinn College,,,,,,1000,,,20,,,,,,,,,,,,14,,,Required,
Peace College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Pebble Hills University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Pennsylvania Academy of the Fine Arts,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Pennsylvania College of Optometry,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Pennsylvania Institute of Technology,,,,,,1100,,,25,,,,,,,,,,,,17,,,Not available,
Pennsylvania State University,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Pennsylvania State University - Abington,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Pennsylvania State University - Altoona,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Pennsylvania State University - Berks-Lehigh Valley College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Pennsylvania State University - Lehigh Valley,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Pennsylvania State University - Milton S.Hershey Medical Center,,,,,,1300,,,28,,,,,,,,,,,,19,,,No,
Pennsylvania State University - Schuylkill,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Pennsylvania State University at Erie - Behrend College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Pennsylvania State University at Harrisburg - The Capital College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Pennsylvania State University Delaware County,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Pennsylvania State University Great Valley,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Pepperdine University,,,,,,1370,,,30,,,,,,,,,,,,21,,,Considered if submitted,
Peru State College,,,,,,1050,,,20,,,,,,,,,,,,14,,,Not available,
Pfeiffer University,,,,,,1022,,,22,,,,,,,,,,,,15,,,Considered if submitted,
Philadelphia College of Bible,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Philadelphia College of Osteopathic Medicine,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Philadelphia University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Philander Smith College,,,,,,945,,,18,,,,,,,,,,,,12,,,Required,
Phillips Graduate Institute,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Phillips University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Piedmont Baptist College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Piedmont College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Pikeville College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Pillsbury Baptist Bible College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Pittsburg State University,,,,,,1100,,,20,,,,,,,,,,,,15,,,Neither required nor recommended,
Pitzer College,,,,,,1450,,,32,,,,,,,,,,,,22,,,Neither required nor recommended,
Plymouth State College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Point Loma Nazarene University,,,,,,1272,,,28,,,,,,,,,,,,19,,,Considered if submitted,
Point Park University,,,,,,1132,,,24,,,,,,,,,,,,16,,,Neither required nor recommended,
Polytechnic University,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
"Polytechnic University, Long Island Campus",,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
"Polytechnic University, Westchester Graduate Center",,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Pomona College,,,,,,1515,,,34,,,,,,,,,,,,24,,,Considered if submitted,
Portland Community College,,,,,,1050,,,21,,,,,,,,,,,,14,,,Neither required nor recommended,
Portland State University,,,,,,1090,,,22,,,,,,,,,,,,15,,,Neither required nor recommended,
Post University of Waterbury,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Prairie View Agricultural and Mechanical University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Pratt Institute,,,,,,1350,,,30,,,,,,,,,,,,21,,,Yes,
Presbyterian College,,,,,,1100,,,23,,,,,,,,,,,,16,,,Required for some,
Prescott College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Neither required nor recommended,
Preston University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Princeton University,,,,,,1480,,,34,,,,,,,,,,,,24,,,Yes,
Principia College,,,,,,1125,,,24,,,,,,,,,,,,16,,,Considered if submitted,
Providence College,,,,,,1205,,,28,,,,,,,,,,,,19,,,Considered if submitted,
Puget Sound Christian College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Purdue University,,,,,,1360,,,31,,,,,,,,,,,,21,,,No,
Purdue University Calumet,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Purdue University North Central,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Quantum-Veritas International University,,,,,,1250,,,27,,,,,,,,,,,,19,,,Yes,
Queens College,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Quincy University,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Quinnipiac College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Radford University,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Ramapo College of New Jersey,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Rand Graduate School of Policy Studies,,,,,,1300,,,28,,,,,,,,,,,,19,,,Yes,
Randolph-Macon College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Randolph-Macon Woman's College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Rasmussen College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"Rasmussen College, Florida Campuses",,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
"Rasmussen College, Illinois Campuses",,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
"Rasmussen College, Minnesota Campuses",,,,,,1050,,,21,,,,,,,,,,,,14,,,Yes,
"Rasmussen College, North Dakota Campuses",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
"Rasmussen College, Wisconsin Campuses",,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Reed College,,,,,,1450,,,32,,,,,,,,,,,,22,,,Yes,
Reformed Bible College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Regent International University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Regent University,,,,,,1150,,,24,,,,,,,,,,,,16,,,Yes,
Regis College,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Regis University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Reinhardt College,,,,,,1100,,,25,,,,,,,,,,,,17,,,Yes,
Rensselaer Polytechnic Institute,,,,,,1480,,,33,,,,,,,,,,,,23,,,No,
Research College of Nursing - Rockhurst University,,,,,,1200,,,25,,,,,,,,,,,,17,,,Yes,
Rhode Island College,,,,,,1100,,,24,,,,,,,,,,,,16,,,Yes,
Rhode Island School of Design,,,,,,1400,,,32,,,,,,,,,,,,22,,,Yes,
