name,url,city,state,type,size_category,acceptance_rate,sat_50th_percentile,act_50th_percentile,tuition_in_state,tuition_out_state,room_board,graduation_rate,retention_rate,enrollment,student_faculty_ratio,region,popular_majors,median_earnings_10_years,campus_setting,test_optional,application_deadline_fall,application_fee,average_financial_aid,percent_receiving_aid,transfer_acceptance_rate,latitude,longitude,housing_available,ipeds_id
The Boston Conservatory,http://www.bostonconservatory.edu/,Boston,MA,Private,Small,0.25,1300,28,50000,50000,15000,0.85,0.9,800,12,Northeast,"Music, Dance, Theater",60000,Urban,True,2024-01-15,50,20000,0.75,0.25,42.3498,-71.0783,True,
The Catholic University of America,http://www.cua.edu/,Washington,DC,Private,Medium,0.65,1250,27,50000,50000,13000,0.78,0.85,6000,12,Northeast,"Nursing, Business, Education",60000,Urban,True,2024-01-15,50,20000,0.75,0.65,38.9251,-77.0047,True,
The Chicago School of Professional Psychology,http://www.thechicagoschool.edu/,Chicago,IL,Private For-Profit,Medium,0.5,1100,25,25000,25000,12000,0.7,0.8,3000,12,Midwest,"Psychology, Clinical Psychology, Counseling",50000,Urban,True,Rolling,50,20000,0.8,0.5,41.8781,-87.6298,True,
The College of Insurance,http://www.tci.edu/,New York,NY,Private,Small,0.5,1200,25,30000,30000,12000,0.7,0.8,1000,12,Northeast,"Insurance, Business Administration, Finance",50000,Urban,True,2024-01-01,50,20000,0.7,0.5,40.7128,-74.006,True,
The College of New Jersey,http://www.tcnj.edu/,Ewing,NJ,Public,Medium,0.4,1300,28,16000,32000,14000,0.85,0.9,7000,14,Northeast,"Business, Nursing, Psychology",60000,Suburban,True,2024-01-01,50,8000,0.6,0.4,40.2662,-74.775,True,197285
The College of Santa Fe,http://www.csf.edu/,Santa Fe,NM,Private,Small,0.5,1150,24,20000,20000,12000,0.65,0.75,800,12,West,"Fine Arts, Business, Psychology",40000,Urban,True,2024-01-15,50,20000,0.75,0.5,35.686975,-105.937799,True,
The College of St. Scholastica,http://www.css.edu/,Duluth,MN,Private,Small,0.6,1150,24,32000,32000,12000,0.7,0.8,3000,12,Midwest,"Nursing, Business, Psychology",45000,Suburban,True,2024-01-15,50,20000,0.75,0.6,46.7833,-92.1063,True,
The College of Westchester,http://www.cw.edu/,White Plains,NY,Private For-Profit,Small,0.7,1100,25,20000,20000,12000,0.6,0.7,1000,15,Northeast,"Business Administration, Health Sciences, Information Technology",40000,Suburban,True,Rolling,50,15000,0.7,0.7,41.0339,-73.7629,True,
The College of Wooster,http://www.wooster.edu/,Wooster,OH,Private,Small,0.4,1300,28,6000,60000,14000,0.85,0.88,2000,12,Midwest,"Psychology, Biology, Business",60000,Suburban,True,2024-01-15,50,25000,0.7,0.4,40.81,-81.93,True,204160
The Cooper Union for the Advancement of Science and Art,http://www.cooper.edu/,New York,NY,Private,Small,0.1,1450,32,50000,50000,15000,0.85,0.95,1000,10,Northeast,"Architecture, Engineering, Fine Arts",80000,Urban,True,2024-01-01,70,20000,0.8,0.1,40.7369,-73.9937,True,
The Corcoran College of Art,http://www.corcoran.edu/college/,Washington,DC,Private,Small,0.5,1250,27,45000,45000,12000,0.7,0.8,1000,12,Southeast,"Fine Arts, Graphic Design, Photography",45000,Urban,True,2024-01-15,50,20000,0.75,0.5,38.89511,-77.03637,True,
The Curtis Institute of Music,http://www.curtis.edu/,Philadelphia,PA,Private,Small,0.1,1450,32,50000,50000,15000,0.9,0.95,300,10,Northeast,"Music Performance, Composition, Conducting",60000,Urban,True,2024-01-01,50,20000,0.8,0.1,39.9526,-75.1652,True,
The Defiance College,http://www.defiance.edu/,Defiance,OH,Private,Small,0.6,1100,24,32000,32000,12000,0.6,0.7,900,12,Midwest,"Business Administration, Psychology, Education",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,41.2833,-84.3483,True,
The Dickinson School of Law,http://www.dsl.edu/,Carlisle,PA,Private,Small,0.4,1400,32,50000,50000,15000,0.85,0.9,600,12,Northeast,"Law, Political Science, Business",80000,Suburban,True,2024-01-15,60,20000,0.75,0.4,40.2011,-77.1952,True,
The Illinois Institute of Art-Chicago,http://www.ilic.artinstitutes.edu/,Chicago,IL,Private For-Profit,Small,0.7,1100,24,20000,20000,12000,0.6,0.7,1500,15,Midwest,"Graphic Design, Fashion Design, Culinary Arts",40000,Urban,True,Rolling,50,15000,0.7,0.7,41.8781,-87.6298,True,
The Johns Hopkins University,http://www.jhu.edu/,Baltimore,MD,Private,Large,0.1,1480,33,58000,58000,15000,0.93,0.95,15000,11,Northeast,"Biology, Engineering, Public Health",80000,Urban,True,2024-01-02,70,20000,0.7,0.1,39.3289,-76.6205,True,160107
The Juilliard School,http://www.juilliard.edu/,New York,NY,Private,Small,0.1,1450,32,52000,52000,15000,0.9,0.95,800,8,Northeast,"Music, Dance, Drama",80000,Urban,True,2024-01-01,75,25000,0.85,0.1,40.7735,-73.9832,True,
The Leadership Institute of Seattle,http://www.lios.org/,Seattle,WA,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,1000,12,West,"Business Administration, Psychology, Communications",50000,Urban,True,2024-01-15,50,15000,0.7,0.5,47.6062,-122.3321,True,
"The Maryland Institute, College of Art",http://www.mica.edu/,Baltimore,MD,Private,Small,0.35,1300,28,55000,55000,13000,0.75,0.85,2000,12,Northeast,"Fine Arts, Graphic Design, Illustration",50000,Urban,True,2024-01-15,65,25000,0.75,0.35,39.3083,-76.6104,True,
The Master's College,http://www.masters.edu/,Santa Clarita,CA,Private,Small,0.5,1200,25,30000,30000,12000,0.7,0.8,1200,12,West,"Business Administration, Psychology, Education",45000,Suburban,True,2024-01-15,50,20000,0.8,0.5,34.3917,-118.5426,True,
The McGregor School of Antioch University,http://www.mcgregor.edu/,Yellow Springs,OH,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,3000,12,Midwest,"Psychology, Education, Social Work",45000,Rural,True,2024-01-01,50,20000,0.7,0.5,39.795,-83.883,True,
The Naropa Institute,http://www.naropa.edu/,Boulder,CO,Private,Small,0.5,1200,25,30000,30000,12000,0.7,0.8,1000,12,West,"Psychology, Contemplative Education, Creative Writing",40000,Urban,True,2024-01-15,50,20000,0.7,0.5,40.015,-105.2705,True,
The New School,http://www.newschool.edu/,New York,NY,Private,Medium,0.4,1350,30,50000,50000,15000,0.85,0.85,10000,10,Northeast,"Design, Social Sciences, Performing Arts",60000,Urban,True,2024-01-15,50,20000,0.75,0.4,40.7359,-73.9911,True,
The Rockefeller University,http://www.rockefeller.edu/,New York,NY,Private,Small,0.1,1450,32,55000,55000,15000,0.9,0.95,2000,10,Northeast,"Biology, Biochemistry, Neuroscience",80000,Urban,True,2024-01-01,50,20000,0.8,0.1,40.7735,-73.9643,True,
The School of the Art Institute of Chicago,http://www.artic.edu/,Chicago,IL,Private,Small,0.5,1300,28,50000,50000,15000,0.85,0.9,3000,10,Midwest,"Fine Arts, Design, Art History",50000,Urban,True,2024-01-01,50,20000,0.7,0.5,41.8796,-87.6244,True,
The Scripps Research Institute,http://www.scripps.edu/,La Jolla,CA,Private,Small,0.15,1450,32,55000,55000,15000,0.9,0.95,3000,10,West,"Biochemistry, Molecular Biology, Neuroscience",80000,Suburban,True,2024-01-15,70,20000,0.75,0.15,32.8756,-117.2359,True,
The Southern Christian University,http://www.southernchristian.edu/,Southern City,SC,Private,Small,0.6,1150,24,20000,20000,12000,0.7,0.75,1500,12,Southeast,"Business Administration, Psychology, Education",45000,Suburban,True,2024-01-15,50,20000,0.8,0.6,34.0007,-80.2102,True,
The Tulane University of New Orleans,http://www.tulane.edu/,New Orleans,LA,Private,Medium,0.15,1440,32,60000,60000,15000,0.85,0.93,13000,10,Southeast,"Business, Biological Sciences, Social Sciences",65000,Urban,True,2024-01-15,50,25000,0.75,0.15,29.9511,-90.0715,True,160122
The Union Institute,http://www.tui.edu/,Cincinnati,OH,Private,Small,0.65,1100,24,20000,20000,12000,0.65,0.75,1000,12,Midwest,"Liberal Arts, Psychology, Business",45000,Urban,True,Rolling,50,15000,0.7,0.65,39.123,-84.512,True,
Thiel College,http://www.thiel.edu/,Greenville,PA,Private,Small,0.6,1100,24,34000,34000,12000,0.6,0.7,800,12,Northeast,"Business Administration, Psychology, Biology",40000,Rural,True,2024-01-15,50,20000,0.7,0.6,41.4092,-80.3921,True,
Thomas A. Edison State College,http://www.tesc.edu/,Trenton,NJ,Public,Medium,0.6,1100,25,8000,24000,12000,0.5,0.7,7000,18,Northeast,"Business Administration, Nursing, Liberal Arts",45000,Urban,True,2024-01-15,50,8000,0.6,0.6,40.2171,-74.7429,True,
Thomas Aquinas College,http://www.thomasaquinas.edu/,Santa Paula,CA,Private,Small,0.2,1350,30,30000,30000,12000,0.85,0.9,400,10,West,"Philosophy, Theology, Liberal Arts",60000,Rural,True,2024-01-15,50,20000,0.75,0.2,34.3475,-119.0592,True,
Thomas College Maine,http://www.thomas.edu/,Waterville,ME,Private,Small,0.6,1100,25,20000,20000,12000,0.65,0.75,800,12,Northeast,"Business Administration, Psychology, Criminal Justice",45000,Suburban,True,2024-01-15,50,15000,0.7,0.6,44.5483,-69.6315,True,
Thomas Jefferson University,http://www.tju.edu/,Philadelphia,PA,Private,Medium,0.55,1250,27,35000,35000,14000,0.7,0.85,8000,12,Northeast,"Health Sciences, Engineering, Business",65000,Urban,True,2024-01-15,50,20000,0.75,0.55,39.9526,-75.1652,True,
Thomas More College,http://www.thomasmore.edu/,Crestview Hills,KY,Private,Small,0.6,1150,24,30000,30000,12000,0.65,0.75,1500,12,Southeast,"Business Administration, Nursing, Education",45000,Suburban,True,2024-01-15,50,15000,0.7,0.6,39.0056,-84.5583,True,
Thomas More College of Liberal Arts,http://www.thomasmorecollege.edu/,Merrimack,NH,Private,Small,0.5,1200,25,30000,30000,12000,0.7,0.8,500,12,Northeast,"Philosophy, History, Literature",40000,Suburban,True,2024-01-15,50,20000,0.75,0.5,42.8725,-71.4875,True,
Thomas University,http://www.thomasu.edu/,Thomasville,GA,Private,Small,0.6,1100,25,12000,12000,12000,0.6,0.7,1000,12,Southeast,"Business Administration, Nursing, Psychology",40000,Rural,True,2024-08-01,50,10000,0.7,0.6,30.8392,-83.9777,True,
Thunderbird School of Global Management,http://www.thunderbird.edu/,Glendale,AZ,Private,Small,0.3,1300,28,45000,45000,12000,0.85,0.9,1000,12,West,"Global Management, International Business, Business Administration",70000,Suburban,True,2024-01-15,75,20000,0.8,0.3,33.5376,-112.1845,True,
Tiffin University,http://www.tiffin.edu/,Tiffin,OH,Private,Small,0.6,1100,24,15000,15000,12000,0.5,0.7,2000,15,Midwest,"Business Administration, Criminal Justice, Psychology",40000,Suburban,True,2024-07-01,50,8000,0.7,0.6,41.1161,-83.1774,True,
Toccoa Falls College,http://www.toccoafalls.edu/,Toccoa,GA,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,800,12,Southeast,"Business Administration, Psychology, Education",40000,Rural,True,Rolling,50,15000,0.7,0.6,34.5775,-83.3252,True,
Tomball College,http://wwwtc.nhmccd.edu/,Tomball,TX,Public,Small,0.7,1100,25,6000,15000,12000,0.5,0.7,2000,15,Southwest,"Business Administration, Nursing, Engineering",40000,Suburban,True,Rolling,50,7000,0.6,0.7,30.0974,-95.6156,True,
Tougaloo College,http://www.tougaloo.edu/,Tougaloo,MS,Private,Small,0.5,1100,24,12000,12000,12000,0.6,0.7,800,12,Southeast,"Business Administration, Psychology, Biology",40000,Suburban,True,2024-01-15,50,10000,0.7,0.5,32.3842,-90.1555,True,
Touro College,http://www.touro.edu/,New York,NY,Private,Medium,0.5,1150,24,20000,20000,12000,0.65,0.75,10000,12,Northeast,"Health Professions, Business, Education",50000,Urban,True,2024-01-01,50,20000,0.75,0.5,40.7128,-74.006,True,
Touro University,http://www.tu.edu/,Vallejo,CA,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,3000,12,West,"Health Sciences, Business Administration, Education",50000,Suburban,True,2024-01-15,50,15000,0.7,0.5,38.1041,-122.2566,True,
Towson University,http://www.towson.edu/,Towson,MD,Public,Large,0.6,1200,25,10500,25000,13000,0.68,0.85,22000,18,Southeast,"Business, Psychology, Nursing",50000,Suburban,True,2024-01-15,50,8000,0.6,0.6,39.4015,-76.6012,True,160275
Transylvania University,http://www.transy.edu/,Lexington,KY,Private,Small,0.5,1200,25,40000,40000,13000,0.7,0.8,1000,12,Southeast,"Business, Psychology, Biology",45000,Urban,True,2024-01-15,50,20000,0.7,0.5,38.0369,-84.5001,True,
Trevecca Nazarene University,http://www.trevecca.edu/,Nashville,TN,Private,Small,0.5,1150,24,21000,21000,12000,0.6,0.7,2500,12,Southeast,"Business Administration, Nursing, Psychology",45000,Urban,True,2024-01-15,50,15000,0.7,0.5,36.1627,-86.7816,True,
Tri-College University,http://www.ndsu.nodak.edu/tricollege/,Fargo,ND,Public,Medium,0.6,1200,25,9000,22000,12000,0.6,0.75,7000,16,Midwest,"Business, Education, Engineering",50000,Urban,True,2024-01-15,50,8000,0.6,0.6,46.8772,-96.7898,True,
Tri-State University,http://www.tristate.edu/,Angola,IN,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,1500,12,Midwest,"Business, Engineering, Health Sciences",45000,Rural,True,2024-01-15,50,10000,0.7,0.6,41.6337,-84.9984,True,
Trident University,http://www.trident.edu/,Cypress,CA,Private For-Profit,Medium,0.7,1100,24,15000,15000,12000,0.6,0.7,5000,15,West,"Business Administration, Information Technology, Health Sciences",45000,Suburban,True,Rolling,50,8000,0.6,0.7,33.8745,-118.0396,True,
Trinity Bible College,http://www.tbc2day.edu/,Ellendale,ND,Private,Small,0.6,1100,25,20000,20000,12000,0.7,0.75,500,12,Midwest,"Theology, Business, Education",40000,Rural,True,2024-08-01,50,15000,0.8,0.6,46.0072,-98.5833,True,
Trinity Christian College,http://www.trnty.edu/,Palos Heights,IL,Private,Small,0.5,1150,25,30000,30000,12000,0.7,0.8,1000,12,Midwest,"Business Administration, Psychology, Education",45000,Suburban,True,2024-01-15,50,20000,0.8,0.5,41.6055,-87.8378,True,
Trinity College Connecticut,http://www.trincoll.edu/,Hartford,CT,Private,Small,0.35,1350,30,60000,60000,15000,0.87,0.88,2500,10,Northeast,"Economics, Political Science, Psychology",60000,Urban,True,2024-01-15,60,25000,0.75,0.35,41.763,-72.685,True,
Trinity College of Florida,http://www.trinitycollege.edu/,New Port Richey,FL,Private,Small,0.5,1100,25,20000,20000,12000,0.6,0.7,300,12,Southeast,"Business Administration, Psychology, Theology",40000,Suburban,True,2024-08-01,50,15000,0.8,0.5,28.2447,-82.727,True,
Trinity College of Vermont,http://www.trinityvt.edu/,Burlington,VT,Private,Small,0.5,1200,25,40000,40000,12000,0.7,0.8,600,12,Northeast,"Psychology, Business Administration, Environmental Studies",45000,Urban,True,2024-01-15,50,20000,0.75,0.5,44.4759,-73.2121,True,
Trinity International University,http://www.trin.edu/,Deerfield,IL,Private,Small,0.5,1200,25,30000,30000,12000,0.7,0.75,1500,12,Midwest,"Business Administration, Psychology, Theology",45000,Suburban,True,2024-01-15,50,20000,0.8,0.5,42.1817,-87.8444,True,
"Trinity International University (Excel), Miami",http://www.tiu.edu/excel/index.html,Miami,FL,Private,Small,0.5,1200,25,20000,20000,12000,0.7,0.8,1000,12,Southeast,"Business Administration, Psychology, Education",40000,Urban,True,2024-01-15,50,20000,0.75,0.5,25.7617,-80.1918,True,
Trinity University,http://www.trinitydc.edu/,Washington,DC,Private,Small,0.5,1200,25,20000,20000,13000,0.7,0.8,3000,12,Northeast,"Business, Psychology, Education",50000,Urban,True,2024-01-01,50,25000,0.75,0.5,38.9334,-77.0369,True,
Trinity University,http://www.trinity.edu/,San Antonio,TX,Private,Small,0.3,1350,30,48000,48000,13000,0.85,0.9,2500,10,Southwest,"Business Administration, Psychology, Biology",60000,Urban,True,2024-01-15,50,20000,0.7,0.3,29.4668,-98.4814,True,
Triton College,http://www.triton.cc.il.us/,River Grove,IL,Public,Medium,0.7,1050,21,8000,16000,12000,0.5,0.7,8000,18,Midwest,"Business Administration, Nursing, Computer Science",40000,Suburban,True,Rolling,50,7000,0.6,0.7,41.9106,-87.8342,True,
Troy University,http://www.troy.edu/,Troy,AL,Public,Large,0.6,1100,25,10000,20000,12000,0.5,0.7,15000,18,Southeast,"Business, Education, Health Sciences",40000,Suburban,True,2024-08-01,50,8000,0.6,0.6,31.8087,-85.9655,True,
"Troy University, Dothan",http://dothan.troy.edu/,Dothan,AL,Public,Medium,0.6,1100,25,9500,19000,12000,0.5,0.7,5000,18,Southeast,"Business Administration, Nursing, Education",40000,Suburban,True,2024-08-01,50,8000,0.6,0.6,31.2232,-85.3905,True,
"Troy University, Montgomery",http://montgomery.troy.edu/,Montgomery,AL,Public,Medium,0.6,1100,24,10000,20000,12000,0.5,0.7,8000,18,Southeast,"Business Administration, Nursing, Education",45000,Urban,True,2024-06-01,50,8000,0.6,0.6,32.3668,-86.3,True,
"Troy University, Phenix City",http://phenix.troy.edu/,Phenix City,AL,Public,Medium,0.6,1100,25,9000,18000,12000,0.5,0.7,5000,18,Southeast,"Business Administration, Criminal Justice, Nursing",40000,Suburban,True,2024-08-01,50,8000,0.6,0.6,32.4709,-85.0006,True,
"Troy University, Troy",http://troy.troy.edu/,Troy,AL,Public,Large,0.6,1100,25,10000,20000,12000,0.54,0.75,17000,18,Southeast,"Business Administration, Nursing, Psychology",40000,Rural,True,2024-08-01,50,8000,0.6,0.6,31.8081,-85.9655,True,
Truman College,http://www.trumancollege.net/,Chicago,IL,Public,Medium,0.6,1100,25,8000,20000,12000,0.6,0.7,5000,15,Midwest,"Business, Health Sciences, Liberal Arts",40000,Urban,True,2024-01-15,50,8000,0.6,0.6,41.8369,-87.6847,True,
Truman State University,http://www.truman.edu/,Kirksville,MO,Public,Medium,0.6,1230,27,8000,16000,12000,0.7,0.8,6000,15,Midwest,"Business, Education, Health Sciences",45000,Rural,True,2024-01-01,50,8000,0.6,0.6,40.1872,-92.5806,True,200200
Tufts University,http://www.tufts.edu/,Medford,MA,Private,Medium,0.14,1480,33,61000,61000,15000,0.92,0.96,12000,9,Northeast,"Biology, Political Science, Economics",80000,Suburban,True,2024-01-01,75,30000,0.75,0.14,42.4084,-71.1196,True,
Tui Online University,http://www.tuiu.edu/,Online,CA,Private For-Profit,Large,0.7,1100,25,12000,12000,12000,0.6,0.7,15000,20,West,"Business Administration, Information Technology, Health Sciences",45000,Urban,True,Rolling,50,8000,0.6,0.7,36.7783,-119.4179,False,
Tusculum College,http://www.tusculum.edu/,Greeneville,TN,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,1000,12,Southeast,"Business, Education, Health Sciences",40000,Rural,True,2024-01-15,50,15000,0.7,0.6,36.1389,-82.8352,True,
Tuskegee University,http://www.tusk.edu/,Tuskegee,AL,Public,Medium,0.5,1100,24,10000,20000,12000,0.6,0.7,3000,15,Southeast,"Engineering, Business, Biological Sciences",40000,Rural,True,2024-01-15,50,8000,0.6,0.5,32.422,-85.711,True,
Uniformed Services Universty of the Health Sciences,http://www.usuhs.mil/,Bethesda,MD,Public,Small,0.2,1400,32,15000,30000,12000,0.85,0.9,1000,10,Southeast,"Medicine, Nursing, Biomedical Sciences",80000,Suburban,False,2024-01-15,50,10000,0.6,0.2,39.0027,-77.0968,True,
Union College,http://www.union.edu/,Schenectady,NY,Private,Small,0.3,1350,30,60000,60000,14000,0.85,0.9,2300,10,Northeast,"Engineering, Business, Liberal Arts",60000,Suburban,True,2024-01-15,60,25000,0.7,0.3,42.8142,-73.9399,True,197250
Union College Kentucky,http://www.unionky.edu/,Barbourville,KY,Private,Small,0.6,1100,25,20000,20000,12000,0.6,0.7,800,12,Southeast,"Business, Education, Nursing",40000,Rural,True,2024-08-01,50,10000,0.7,0.6,36.8654,-83.8836,True,
Union College Nebraska,http://www.ucollege.edu/,Lincoln,NE,Private,Small,0.5,1150,24,29000,29000,12000,0.7,0.8,800,12,Midwest,"Business, Education, Health Sciences",45000,Suburban,True,2024-01-15,50,20000,0.7,0.5,40.8136,-96.7026,True,
Union Theological Seminary (UTS),http://www.union-psce.edu/,New York,NY,Private,Small,0.4,1300,28,30000,30000,15000,0.85,0.9,500,10,Northeast,"Theology, Religious Studies, Social Justice",50000,Urban,True,2024-01-15,50,20000,0.8,0.4,40.8075,-73.9626,True,
Union University,http://www.uu.edu/,Jackson,TN,Private,Small,0.5,1200,25,30000,30000,12000,0.7,0.8,3000,12,Southeast,"Business Administration, Nursing, Education",50000,Suburban,True,2024-01-15,50,20000,0.7,0.5,35.6072,-88.8139,True,
United States Air Force Academy,http://www.usafa.af.mil/,Colorado Springs,CO,Public,Small,0.12,1350,30,0,0,12000,0.85,0.95,4000,12,West,"Engineering, Military Science, Aeronautics",80000,Suburban,False,2024-01-01,75,10000,0.6,0.12,38.9956,-104.8723,True,
United States Coast Guard Academy,http://www.cga.edu/,New London,CT,Public,Small,0.2,1350,30,0,0,14000,0.85,0.95,1000,10,Northeast,"Engineering, Management, Political Science",70000,Suburban,False,2024-01-15,50,10000,0.6,0.2,41.3655,-72.0994,True,
United States International University,http://www.usiu.edu/,San Diego,CA,Private,Medium,0.5,1200,25,25000,25000,12000,0.7,0.8,5000,15,West,"Business Administration, Psychology, International Relations",45000,Urban,True,2024-01-15,50,20000,0.7,0.5,32.715736,-117.161087,True,
United States Merchant Marine Academy,http://www.usmma.edu/,Kings Point,NY,Public,Small,0.2,1300,28,0,0,15000,0.85,0.95,1000,12,Northeast,"Marine Engineering, Logistics, Naval Architecture",80000,Rural,False,2024-01-15,50,10000,0.6,0.2,40.6075,-73.7556,True,
United States Military Academy,http://www.usma.edu/,West Point,NY,Public,Small,0.1,1400,32,0,0,15000,0.9,0.95,4400,8,Northeast,"Engineering, Social Sciences, Military Science",80000,Rural,False,2024-01-15,0,10000,0.6,0.1,41.395,-73.966,True,
United States Naval Academy,http://www.usna.edu/,Annapolis,MD,Public,Small,0.08,1400,32,0,0,15000,0.93,0.95,4500,8,Southeast,"Engineering, Political Science, Management",80000,Suburban,False,2024-01-31,50,10000,0.6,0.08,38.9784,-76.4922,True,
United States Sports Academy,http://www.sport.ussa.edu/,Daphne,AL,Private For-Profit,Small,0.7,1100,24,15000,15000,12000,0.5,0.7,1000,15,Southeast,"Sports Management, Exercise Science, Coaching",40000,Suburban,True,Rolling,50,8000,0.6,0.7,30.5852,-87.8835,True,
Unity College,http://www.unity.edu/,Unity,ME,Private,Small,0.6,1100,25,35000,35000,13000,0.6,0.7,700,12,Northeast,"Environmental Science, Wildlife Biology, Sustainable Agriculture",40000,Rural,True,2024-01-15,50,20000,0.8,0.6,44.5003,-69.2005,True,
University of Advancing Technology (UAT),http://www.uat.edu/,Tempe,AZ,Private For-Profit,Small,0.7,1100,25,20000,20000,12000,0.6,0.7,1000,15,West,"Game Design, Cybersecurity, Software Engineering",40000,Suburban,True,Rolling,50,15000,0.7,0.7,33.4255,-111.94,True,
University of Akron,http://www.uakron.edu/,Akron,OH,Public,Large,0.6,1150,24,11000,22000,13000,0.5,0.7,25000,18,Midwest,"Business, Engineering, Nursing",45000,Urban,True,2024-01-15,50,8000,0.6,0.6,41.0814,-81.519,True,
University of Alabama - Birmingham,http://www.uab.edu/,Birmingham,AL,Public,Large,0.6,1230,26,10600,22000,13000,0.6,0.8,22000,18,Southeast,"Nursing, Business, Biological Sciences",48000,Urban,True,2024-01-15,50,8000,0.6,0.6,33.4999,-86.8025,True,
University of Alabama - Huntsville,http://www.uah.edu/,Huntsville,AL,Public,Medium,0.6,1250,27,10500,25000,12000,0.6,0.8,10000,18,Southeast,"Engineering, Biological Sciences, Computer Science",60000,Suburban,True,2024-01-15,50,8000,0.6,0.6,34.7304,-86.5861,True,
University of Alabama - Tuscaloosa,http://www.ua.edu/,Tuscaloosa,AL,Public,Large,0.6,1230,27,10500,30000,12000,0.68,0.87,38000,18,Southeast,"Business, Engineering, Education",55000,Suburban,True,2024-01-15,50,8000,0.65,0.6,33.2151,-87.527,True,100006
University of Alanta,http://www.uofa.edu/,Atlanta,GA,Public,Large,0.5,1200,25,10000,30000,12000,0.6,0.75,20000,20,Southeast,"Business, Health Sciences, Engineering",50000,Urban,True,2024-01-01,50,8000,0.6,0.5,33.749,-84.388,True,
University of Alaska (System),http://www.alaska.edu/,Fairbanks,AK,Public,Large,0.6,1100,25,8000,24000,12000,0.55,0.75,12000,20,West,"Business, Engineering, Biological Sciences",45000,Rural,True,2024-01-15,50,8000,0.65,0.6,64.8569,-147.8489,True,200054
University of Alaska - Anchorage,http://www.uaa.alaska.edu/,Anchorage,AK,Public,Medium,0.6,1100,25,8000,24000,12000,0.5,0.7,8000,17,West,"Nursing, Business Administration, Engineering",45000,Urban,True,2024-08-01,50,8000,0.6,0.6,61.2181,-149.8631,True,
University of Alaska - Fairbanks,http://www.uaf.edu/,Fairbanks,AK,Public,Medium,0.6,1100,25,9000,27000,12000,0.6,0.7,7000,15,West,"Engineering, Biological Sciences, Business",50000,Rural,True,2024-01-15,50,8000,0.6,0.6,64.8569,-147.8489,True,200275
University of Alaska - Southeast,http://www.uas.alaska.edu/,Juneau,AK,Public,Small,0.6,1100,25,8000,24000,12000,0.5,0.7,1500,15,West,"Business Administration, Biology, Environmental Science",45000,Urban,True,2024-01-15,50,8000,0.6,0.6,58.3019,-134.4197,True,
University of Arizona,http://www.arizona.edu/,Tucson,AZ,Public,Large,0.85,1230,26,12000,36000,13000,0.67,0.85,46000,18,West,"Business, Engineering, Biological Sciences",60000,Urban,True,2024-01-15,50,8000,0.65,0.85,32.2319,-110.9501,True,001083
University of Arkansas (System),http://www.uasys.edu/,Little Rock,AR,Public,Large,0.65,1200,25,9500,24000,12000,0.65,0.8,20000,18,Southeast,"Business Administration, Nursing, Engineering",45000,Urban,True,2024-01-15,50,8000,0.65,0.65,34.7465,-92.2896,True,
University of Arkansas at Fayetteville,http://www.uark.edu/,Fayetteville,AR,Public,Large,0.65,1280,28,9700,26000,12000,0.66,0.87,29000,18,Southeast,"Business, Engineering, Education",52000,Suburban,True,2024-01-15,50,8000,0.65,0.65,36.067,-94.174,True,001108
University of Arkansas at Little Rock,http://www.ualr.edu/,Little Rock,AR,Public,Medium,0.65,1100,24,9500,22000,12000,0.55,0.75,11000,18,Southeast,"Business Administration, Nursing, Computer Science",45000,Urban,True,2024-01-15,50,8000,0.65,0.65,34.7465,-92.2896,True,001100
University of Arkansas at Monticello,http://www.uamont.edu/,Monticello,AR,Public,Small,0.7,1050,21,8000,16000,12000,0.5,0.7,2500,15,Southeast,"Business Administration, Nursing, Education",40000,Rural,True,2024-08-01,50,7000,0.6,0.7,33.6341,-91.7745,True,
University of Arkansas at Pine Bluff,http://www.uapb.edu/,Pine Bluff,AR,Public,Medium,0.6,1050,21,9000,18000,12000,0.5,0.7,3500,18,Southeast,"Business Administration, Biology, Criminal Justice",40000,Rural,True,2024-08-01,50,8000,0.6,0.6,34.2229,-92.0032,True,
University of Arkansas for Medical Sciences,http://www.uams.edu/,Little Rock,AR,Public,Large,0.5,1250,27,9000,25000,12000,0.6,0.8,5000,15,Southeast,"Nursing, Pharmacy, Public Health",60000,Urban,False,2024-01-15,50,8000,0.6,0.5,34.7465,-92.2896,True,
University of Baltimore,http://www.ubalt.edu/,Baltimore,MD,Public,Medium,0.6,1150,24,10000,25000,13000,0.5,0.7,6000,15,Northeast,"Business, Criminal Justice, Health Sciences",50000,Urban,True,2024-01-15,50,8000,0.6,0.6,39.2972,-76.6107,True,MD001
University of Bridgeport,http://www.bridgeport.edu/,Bridgeport,CT,Private,Medium,0.6,1100,25,30000,30000,13000,0.5,0.7,5000,15,Northeast,"Business Administration, Health Sciences, Engineering",45000,Urban,True,2024-01-15,50,10000,0.7,0.6,41.1732,-73.1896,True,
